Y-tunnus,company_name,address,website,registrationDate,detailsUri,companyForm
2133311-1,Rakennus ja Saneeraus Kiviniemi Oy,,,2007-08-21,http://avoindata.prh.fi/opendata/tr/v1/2133311-1,OY
2133041-2,Rakennus ja saneeraus L & T Oy,,,2007-08-21,http://avoindata.prh.fi/opendata/tr/v1/2133041-2,OY
2133288-0,Porin Saneerauspalvelut Oy,,,2007-08-20,http://avoindata.prh.fi/opendata/tr/v1/2133288-0,OY
2133113-2,Salon Asbestipurku & Saneeraus Oy,,,2007-08-17,http://avoindata.prh.fi/opendata/tr/v1/2133113-2,OY
2127506-2,Härmä rakennus ja saneeraus Oy,,,2007-07-18,http://avoindata.prh.fi/opendata/tr/v1/2127506-2,OY
2123134-2,GG-Saneeraus Oy,,,2007-07-18,http://avoindata.prh.fi/opendata/tr/v1/2123134-2,OY
2122132-0,Saneerausliike Ahonen Oy,,,2007-07-05,http://avoindata.prh.fi/opendata/tr/v1/2122132-0,OY
2124327-1,Saneeraus ja rakennuspalvelu Elwari Oy,,,2007-06-27,http://avoindata.prh.fi/opendata/tr/v1/2124327-1,OY
2121836-7,Keuruun Hiekkapuhallus ja Maalaus Oy,,,2007-06-20,http://avoindata.prh.fi/opendata/tr/v1/2121836-7,OY
2121109-3,Saneeraus & Muuraus Rusila Oy,,,2007-06-14,http://avoindata.prh.fi/opendata/tr/v1/2121109-3,OY
2120200-7,NVV Saneeraus Oy,,,2007-06-13,http://avoindata.prh.fi/opendata/tr/v1/2120200-7,OY
2116196-2,Maalausliike Köykkä Oy,,,2007-05-25,http://avoindata.prh.fi/opendata/tr/v1/2116196-2,OY
2115914-1,Maalausliike T. Nikander Oy,,,2007-05-24,http://avoindata.prh.fi/opendata/tr/v1/2115914-1,OY
2102859-8,Jama Saneeraus Oy,,,2007-03-16,http://avoindata.prh.fi/opendata/tr/v1/2102859-8,OY
2099027-5,PR-KALUSTE JA SANEERAUS OY,,,2007-03-01,http://avoindata.prh.fi/opendata/tr/v1/2099027-5,OY
2089978-9,EE-Saneeraus Oy,,,2007-03-01,http://avoindata.prh.fi/opendata/tr/v1/2089978-9,OY
2114817-8,Rappaus ja Saneeraus K. Manner Oy,,,2007-05-11,http://avoindata.prh.fi/opendata/tr/v1/2114817-8,OY
2108786-2,Keravan Saneerauspalvelu Oy,,,2007-04-23,http://avoindata.prh.fi/opendata/tr/v1/2108786-2,OY
2109108-7,Maalaus ja kivipiharakentaminen Lindfors Oy,,,2007-04-20,http://avoindata.prh.fi/opendata/tr/v1/2109108-7,OY
2175018-5,Tasoitus- ja Maalausurakointi Soramäki Oy,,,2008-02-13,http://avoindata.prh.fi/opendata/tr/v1/2175018-5,OY
2173101-3,Maalaustyö Raittinen Oy,,,2008-02-12,http://avoindata.prh.fi/opendata/tr/v1/2173101-3,OY
2170846-2,Maalausliike Marko Oksanen Oy,,,2008-02-01,http://avoindata.prh.fi/opendata/tr/v1/2170846-2,OY
2170150-0,Kylmäkosken Jauhemaalaus Oy,,,2008-01-23,http://avoindata.prh.fi/opendata/tr/v1/2170150-0,OY
2218117-2,Rakennus ja Saneeraus Reima Sämpi Oy,,,2008-09-16,http://avoindata.prh.fi/opendata/tr/v1/2218117-2,OY
2209873-1,PEBE-SANEERAUS OY,,,2008-09-10,http://avoindata.prh.fi/opendata/tr/v1/2209873-1,OY
2213139-4,L & L Saneeraus Oy,,,2008-09-02,http://avoindata.prh.fi/opendata/tr/v1/2213139-4,OY
2212810-1,Rakennus ja Saneeraus Nieminen Oy,,,2008-08-25,http://avoindata.prh.fi/opendata/tr/v1/2212810-1,OY
2208115-5,Teollisuustuote ja -maalaus Oy,,,2008-08-25,http://avoindata.prh.fi/opendata/tr/v1/2208115-5,OY
2211416-4,Rakennus- ja Maalauspalvelu Unelmakoti Oy,,,2008-08-22,http://avoindata.prh.fi/opendata/tr/v1/2211416-4,OY
2212430-3,Maalausliike Lundell Oy,,,2008-08-20,http://avoindata.prh.fi/opendata/tr/v1/2212430-3,OY
2226908-6,RKR Kaivuu & Saneeraus Oy,,,2008-10-30,http://avoindata.prh.fi/opendata/tr/v1/2226908-6,OY
2226740-0,Helsingin Asiantuntijamaalaus Oy,,,2008-10-29,http://avoindata.prh.fi/opendata/tr/v1/2226740-0,OY
2223900-4,IR-Huoneistosaneeraus Oy,,,2008-10-22,http://avoindata.prh.fi/opendata/tr/v1/2223900-4,OY
2222723-0,Saneerauskolmio Oy,,,2008-10-16,http://avoindata.prh.fi/opendata/tr/v1/2222723-0,OY
2224578-9,Saneerauspalvelu L & S Oy,,,2008-10-15,http://avoindata.prh.fi/opendata/tr/v1/2224578-9,OY
2235228-5,Hausjärven Puutyö ja Saneeraus Oy,,,2008-11-27,http://avoindata.prh.fi/opendata/tr/v1/2235228-5,OY
2233852-0,Helsingin LVI-Saneeraus Oy,,,2008-11-21,http://avoindata.prh.fi/opendata/tr/v1/2233852-0,OY
2231616-1,AMK Automaalaus Oy,,,2008-11-12,http://avoindata.prh.fi/opendata/tr/v1/2231616-1,OY
2209646-1,VMT Maalaus ja Kestomerkintä Oy,,,2008-08-07,http://avoindata.prh.fi/opendata/tr/v1/2209646-1,OY
2209776-3,Kallen Maalaus Oy,,,2008-08-06,http://avoindata.prh.fi/opendata/tr/v1/2209776-3,OY
2207207-2,Kotkan Automaalaus Oy,,,2008-07-31,http://avoindata.prh.fi/opendata/tr/v1/2207207-2,OY
2207501-1,Kampin Saneerauspalvelu Oy,,,2008-07-21,http://avoindata.prh.fi/opendata/tr/v1/2207501-1,OY
2202826-6,Maalaus ja Saneeraus Selma Oy,,,2008-06-30,http://avoindata.prh.fi/opendata/tr/v1/2202826-6,OY
2201544-9,ST Rakennus ja Saneeraus Oy,,,2008-06-17,http://avoindata.prh.fi/opendata/tr/v1/2201544-9,OY
2198955-9,Nummelan Putkisaneeraus Oy,,,2008-06-04,http://avoindata.prh.fi/opendata/tr/v1/2198955-9,OY
2193546-2,HI-Rakennus ja maalaus Oy,,,2008-05-23,http://avoindata.prh.fi/opendata/tr/v1/2193546-2,OY
2194137-9,Korven Automaalaus Oy,,,2008-05-13,http://avoindata.prh.fi/opendata/tr/v1/2194137-9,OY
2185161-3,OP Saneerauspalvelu Oy,,,2008-03-31,http://avoindata.prh.fi/opendata/tr/v1/2185161-3,OY
2182021-9,Espoon Tasoite- ja Maalaustyö Oy,,,2008-03-17,http://avoindata.prh.fi/opendata/tr/v1/2182021-9,OY
2181071-5,Vantaan Laatusaneeraus Oy,,,2008-03-11,http://avoindata.prh.fi/opendata/tr/v1/2181071-5,OY
2177383-8,Samin Saneeraus Oy,,,2008-02-29,http://avoindata.prh.fi/opendata/tr/v1/2177383-8,OY
2178961-0,PK-Remontti ja saneeraus Oy,,,2008-02-28,http://avoindata.prh.fi/opendata/tr/v1/2178961-0,OY
2178594-3,J & J Saneeraus Oy,,,2008-02-27,http://avoindata.prh.fi/opendata/tr/v1/2178594-3,OY
2175369-3,SAUMAUS & SANEERAUS RITALA OY,,,2008-02-26,http://avoindata.prh.fi/opendata/tr/v1/2175369-3,OY
2177432-0,Suur-Honka Saneeraus OY,,,2008-02-25,http://avoindata.prh.fi/opendata/tr/v1/2177432-0,OY
2174971-5,Järvi-Suomen Kattosaneeraus Oy,,,2008-02-20,http://avoindata.prh.fi/opendata/tr/v1/2174971-5,OY
2175615-7,J & V Saneeraus & Puhdistus Oy,,,2008-02-19,http://avoindata.prh.fi/opendata/tr/v1/2175615-7,OY
2161924-0,Uudisrakennus/Saneeraus Huhtamäki Oy,,,2008-01-07,http://avoindata.prh.fi/opendata/tr/v1/2161924-0,OY
2164748-7,PJH-Saneeraus Oy,,,2008-01-03,http://avoindata.prh.fi/opendata/tr/v1/2164748-7,OY
2193187-5,KR MAALAUS OY,,,2008-05-09,http://avoindata.prh.fi/opendata/tr/v1/2193187-5,OY
2192003-3,Maalausliike Raimo Lokka Oy,,,2008-05-02,http://avoindata.prh.fi/opendata/tr/v1/2192003-3,OY
2192076-2,A.N.Automaalaus OY,,,2008-05-02,http://avoindata.prh.fi/opendata/tr/v1/2192076-2,OY
2190215-0,Suomen Saneerausmestarit Oy,,,2008-04-21,http://avoindata.prh.fi/opendata/tr/v1/2190215-0,OY
2188757-9,JNR-Saneeraus Oy,,,2008-04-15,http://avoindata.prh.fi/opendata/tr/v1/2188757-9,OY
2187292-4,VMT-Kiinteistösaneeraus Oy,,,2008-04-08,http://avoindata.prh.fi/opendata/tr/v1/2187292-4,OY
2186646-0,Ylä-Savon Automaalaus Oy,,,2008-04-04,http://avoindata.prh.fi/opendata/tr/v1/2186646-0,OY
2185436-3,TK-Saneeraus Oy,,,2008-04-01,http://avoindata.prh.fi/opendata/tr/v1/2185436-3,OY
2186120-5,Uudenmaan saneerauspalvelu Oy,,,2008-04-01,http://avoindata.prh.fi/opendata/tr/v1/2186120-5,OY
2241144-1,MVP Laatusaneeraus Oy,,,2009-01-07,http://avoindata.prh.fi/opendata/tr/v1/2241144-1,OY
2284585-6,Kaakon Putkistosaneeraus Oy,,,2009-09-09,http://avoindata.prh.fi/opendata/tr/v1/2284585-6,OY
2282199-3,Saneerauskymppi Oy,,,2009-09-08,http://avoindata.prh.fi/opendata/tr/v1/2282199-3,OY
2283076-9,Lakeuden Pihasaneeraus LPS Oy,,,2009-09-02,http://avoindata.prh.fi/opendata/tr/v1/2283076-9,OY
2297814-9,A-Rappaus & Saneeraus Oy,,,2009-11-20,http://avoindata.prh.fi/opendata/tr/v1/2297814-9,OY
2294302-6,Maalausliike Pakanen Oy,,,2009-10-29,http://avoindata.prh.fi/opendata/tr/v1/2294302-6,OY
2292168-7,Pirkanmaan Saneerauspalvelu Oy,,,2009-10-28,http://avoindata.prh.fi/opendata/tr/v1/2292168-7,OY
2288650-0,Maalausliike Kemppainen Oy,,,2009-10-09,http://avoindata.prh.fi/opendata/tr/v1/2288650-0,OY
2290275-0,Maku Saneeraus Oy,,,2009-10-08,http://avoindata.prh.fi/opendata/tr/v1/2290275-0,OY
2304140-3,IS:n Maalaus & Saneeraus Oy,,,2009-12-31,http://avoindata.prh.fi/opendata/tr/v1/2304140-3,OY
2302528-6,Rakennus- ja saneerauspalvelu Särkilä Oy,,,2009-12-17,http://avoindata.prh.fi/opendata/tr/v1/2302528-6,OY
2276975-0,Saneeraus Navari Oy,,,2009-08-03,http://avoindata.prh.fi/opendata/tr/v1/2276975-0,OY
2276902-1,Maalausliike Toivonen Oy,,,2009-07-27,http://avoindata.prh.fi/opendata/tr/v1/2276902-1,OY
2277206-0,Rakenne & Saneeraus Oy Patama,,,2009-07-23,http://avoindata.prh.fi/opendata/tr/v1/2277206-0,OY
2276813-3,ARB saneeraus ja saaristoapu Oy,,,2009-07-16,http://avoindata.prh.fi/opendata/tr/v1/2276813-3,OY
2275052-3,REM-Maalaus Oy,,,2009-07-09,http://avoindata.prh.fi/opendata/tr/v1/2275052-3,OY
2273377-4,Rakennus ja saneeraus PAROS Oy,,,2009-07-09,http://avoindata.prh.fi/opendata/tr/v1/2273377-4,OY
2272714-7,Asfalttimaalaus es Oy,,,2009-06-24,http://avoindata.prh.fi/opendata/tr/v1/2272714-7,OY
2271365-0,Maalaus ja Maanrakennus Vanhavasara Oy,,,2009-06-22,http://avoindata.prh.fi/opendata/tr/v1/2271365-0,OY
2248888-7,Maalaus- ja saneerauspalvelu Valkeasalo Oy,,,2009-02-09,http://avoindata.prh.fi/opendata/tr/v1/2248888-7,OY
2241814-1,Helsingin Maalauspalvelu Oy,,,2009-01-12,http://avoindata.prh.fi/opendata/tr/v1/2241814-1,OY
2260202-9,RakennusMaalaus MTT Oy,,,2009-04-17,http://avoindata.prh.fi/opendata/tr/v1/2260202-9,OY
2260566-8,Rakennus-Saneeraus Pa-Jari Oy,,,2009-04-14,http://avoindata.prh.fi/opendata/tr/v1/2260566-8,OY
2259386-3,PM-Palosaneeraus Oy,,,2009-04-02,http://avoindata.prh.fi/opendata/tr/v1/2259386-3,OY
2257488-1,Rakennus- ja Maalausliike Meet Oy,,,2009-03-24,http://avoindata.prh.fi/opendata/tr/v1/2257488-1,OY
2255970-2,Tapanilan Saneerausapu Oy,,,2009-03-20,http://avoindata.prh.fi/opendata/tr/v1/2255970-2,OY
2254362-0,Heinäveden Rakennus ja Saneeraus Oy,,,2009-03-03,http://avoindata.prh.fi/opendata/tr/v1/2254362-0,OY
2252623-0,Rakennusmaalaus Jari Komonen Oy,,,2009-03-01,http://avoindata.prh.fi/opendata/tr/v1/2252623-0,OY
2252533-4,Korjaus ja Saneeraus Maltti Oy,,,2009-02-26,http://avoindata.prh.fi/opendata/tr/v1/2252533-4,OY
2311154-7,Akaan Maanrakennus & Vesijohtosaneeraus oy,,,2010-02-08,http://avoindata.prh.fi/opendata/tr/v1/2311154-7,OY
2311464-1,Molskin Myrkkymaalaus Oy,,,2010-02-03,http://avoindata.prh.fi/opendata/tr/v1/2311464-1,OY
2303137-9,Maalausliike Oinonen Oy,,,2010-01-29,http://avoindata.prh.fi/opendata/tr/v1/2303137-9,OY
2311156-3,Maalaustyö Mika Jäntti Oy,,,2010-01-27,http://avoindata.prh.fi/opendata/tr/v1/2311156-3,OY
2310861-2,IS-Automaalaus Oy,,,2010-01-21,http://avoindata.prh.fi/opendata/tr/v1/2310861-2,OY
2306660-0,RS Maalaus ja Tapetointi Oy,,,2010-01-20,http://avoindata.prh.fi/opendata/tr/v1/2306660-0,OY
2357925-4,Kouvolan AH-Maalaus Oy,,,2010-09-29,http://avoindata.prh.fi/opendata/tr/v1/2357925-4,OY
2352649-4,Kymen Putki ja Saneeraus Oy,,,2010-09-17,http://avoindata.prh.fi/opendata/tr/v1/2352649-4,OY
2365692-6,MAALAUS RASIKANNAS OY,,,2010-11-09,http://avoindata.prh.fi/opendata/tr/v1/2365692-6,OY
2365518-1,Saneeraus Gurut Oy,,,2010-11-02,http://avoindata.prh.fi/opendata/tr/v1/2365518-1,OY
2376238-2,Maalaus-AMI Oy,,,2010-12-20,http://avoindata.prh.fi/opendata/tr/v1/2376238-2,OY
2374365-9,LATTIAMAALAUS- JA PINNOITUS JH OY,,,2010-12-14,http://avoindata.prh.fi/opendata/tr/v1/2374365-9,OY
2372704-2,Porvoon saneerauspalvelu Oy,,,2010-12-09,http://avoindata.prh.fi/opendata/tr/v1/2372704-2,OY
2371778-4,VPR-Saneeraus Oy,,,2010-11-30,http://avoindata.prh.fi/opendata/tr/v1/2371778-4,OY
2347041-9,Saneeraus 1 Oy,,,2010-08-17,http://avoindata.prh.fi/opendata/tr/v1/2347041-9,OY
2345228-8,Siilin Saneeraus Oy,,,2010-08-10,http://avoindata.prh.fi/opendata/tr/v1/2345228-8,OY
2345546-2,Maalaus Repo Oy,,,2010-07-26,http://avoindata.prh.fi/opendata/tr/v1/2345546-2,OY
2345650-2,Maalaus & Rakennus Laukkanen Oy,,,2010-07-19,http://avoindata.prh.fi/opendata/tr/v1/2345650-2,OY
2343751-2,Merikarvian Huolto ja Saneeraus Oy,,,2010-06-28,http://avoindata.prh.fi/opendata/tr/v1/2343751-2,OY
2341862-9,KK-Saneeraus Oy,,,2010-06-28,http://avoindata.prh.fi/opendata/tr/v1/2341862-9,OY
2340124-5,Turun Asbesti- ja Saneerauspurku Oy,,,2010-06-23,http://avoindata.prh.fi/opendata/tr/v1/2340124-5,OY
2339398-6,Rakennus ja Saneeraus Ylipahkala & Määttä Oy,,,2010-06-22,http://avoindata.prh.fi/opendata/tr/v1/2339398-6,OY
2339536-7,Suomen Pihasaneeraus Oy,,,2010-06-14,http://avoindata.prh.fi/opendata/tr/v1/2339536-7,OY
2337953-5,Putkisaneeraus Rintala Oy,,,2010-06-14,http://avoindata.prh.fi/opendata/tr/v1/2337953-5,OY
2337293-1,JPO-Saneeraus Oy,,,2010-06-11,http://avoindata.prh.fi/opendata/tr/v1/2337293-1,OY
2336311-1,Rakennus ja Saneeraus Handek Oy,,,2010-06-09,http://avoindata.prh.fi/opendata/tr/v1/2336311-1,OY
2336578-2,Maalaus ja tasoitepalvelu Korhonen Oy,,,2010-06-07,http://avoindata.prh.fi/opendata/tr/v1/2336578-2,OY
2331452-0,Suomen Saneeraus & Purku Palvelu Oy,,,2010-06-03,http://avoindata.prh.fi/opendata/tr/v1/2331452-0,OY
2323659-3,Tammi Saneeraus Oy,,,2010-04-06,http://avoindata.prh.fi/opendata/tr/v1/2323659-3,OY
2318817-3,Asum Saneeraus Oy,,,2010-04-01,http://avoindata.prh.fi/opendata/tr/v1/2318817-3,OY
2322036-4,Pisa Saneeraus Oy,,,2010-03-18,http://avoindata.prh.fi/opendata/tr/v1/2322036-4,OY
2318455-1,Saneerauspalvelu Leppäsalko Oy,,,2010-03-03,http://avoindata.prh.fi/opendata/tr/v1/2318455-1,OY
2318318-8,ASK-Saneeraus ja Pelti Oy,,,2010-03-01,http://avoindata.prh.fi/opendata/tr/v1/2318318-8,OY
2314388-0,Pitomaalaus Oy,,,2010-02-19,http://avoindata.prh.fi/opendata/tr/v1/2314388-0,OY
2330061-2,KiiltoMaalaus Oy,,,2010-04-30,http://avoindata.prh.fi/opendata/tr/v1/2330061-2,OY
2307460-0,Asennus ja Saneeraus J. Keskisarja Oy,,,2010-04-26,http://avoindata.prh.fi/opendata/tr/v1/2307460-0,OY
2327919-8,KI-Saneeraus Oy,,,2010-04-20,http://avoindata.prh.fi/opendata/tr/v1/2327919-8,OY
2326201-1,Uudenmaan Saneeraus & Kalustus Oy,,,2010-04-14,http://avoindata.prh.fi/opendata/tr/v1/2326201-1,OY
2391038-1,RSP Saneeraus Oy,,,2011-03-03,http://avoindata.prh.fi/opendata/tr/v1/2391038-1,OY
2392262-2,EV-SANEERAUS Oy,,,2011-03-03,http://avoindata.prh.fi/opendata/tr/v1/2392262-2,OY
2390890-0,Saneeraus T.Kuusisto Oy,,,2011-02-25,http://avoindata.prh.fi/opendata/tr/v1/2390890-0,OY
2389348-9,Saneeraus ja Putkityö TS Oy,,,2011-02-23,http://avoindata.prh.fi/opendata/tr/v1/2389348-9,OY
2384385-2,Saneeraus Pulla Oy,,,2011-02-22,http://avoindata.prh.fi/opendata/tr/v1/2384385-2,OY
2389317-1,ECH SANEERAUS OY,,,2011-02-10,http://avoindata.prh.fi/opendata/tr/v1/2389317-1,OY
2385575-7,Remontti ja Maalaus Satorex Oy,,,2011-02-07,http://avoindata.prh.fi/opendata/tr/v1/2385575-7,OY
2383254-7,Saneeraus & LVI MK Oy,,,2011-02-07,http://avoindata.prh.fi/opendata/tr/v1/2383254-7,OY
2384516-1,Maalaus Mahti Oy,,,2011-02-02,http://avoindata.prh.fi/opendata/tr/v1/2384516-1,OY
2424390-4,Uudenmaan Vuoto ja Saneeraus Oy,,,2011-08-31,http://avoindata.prh.fi/opendata/tr/v1/2424390-4,OY
2440161-8,Maalausliike Mauri Filppula Oy,,,2011-11-18,http://avoindata.prh.fi/opendata/tr/v1/2440161-8,OY
2432894-0,Mikkelin Rakennus ja Saneeraus Oy,,,2011-10-14,http://avoindata.prh.fi/opendata/tr/v1/2432894-0,OY
2432874-8,Kimmon kattomaalaus ja -huolto Oy,,,2011-10-14,http://avoindata.prh.fi/opendata/tr/v1/2432874-8,OY
2431224-4,Kouvolan mattoasennus ja saneeraus Oy,,,2011-10-07,http://avoindata.prh.fi/opendata/tr/v1/2431224-4,OY
2448789-6,KT Rakennus & Maalaus Oy,,,2011-12-31,http://avoindata.prh.fi/opendata/tr/v1/2448789-6,OY
2444717-3,HPH-Maalauspalvelu Oy,,,2011-12-15,http://avoindata.prh.fi/opendata/tr/v1/2444717-3,OY
2441573-7,Kri-And Maalaus Oy,,,2011-12-13,http://avoindata.prh.fi/opendata/tr/v1/2441573-7,OY
2444463-4,Turun Putkisto- ja Saneerauseristys Oy,,,2011-12-02,http://avoindata.prh.fi/opendata/tr/v1/2444463-4,OY
2421714-0,PJK-Saneeraus Oy,,,2011-08-15,http://avoindata.prh.fi/opendata/tr/v1/2421714-0,OY
2416948-4,Tunturi Lapin Saneeraus Oy,,,2011-08-11,http://avoindata.prh.fi/opendata/tr/v1/2416948-4,OY
2413371-3,Saneeraus Alakoski Oy,,,2011-06-20,http://avoindata.prh.fi/opendata/tr/v1/2413371-3,OY
2408408-5,Tunturi-Lapin Maalauspalvelu Oy,,,2011-06-10,http://avoindata.prh.fi/opendata/tr/v1/2408408-5,OY
2409848-7,Hämeen maalaus- ja remonttipalvelu Oy,,,2011-06-03,http://avoindata.prh.fi/opendata/tr/v1/2409848-7,OY
2399775-5,PN Sähkö & Saneeraus Oy,,,2011-04-08,http://avoindata.prh.fi/opendata/tr/v1/2399775-5,OY
2390906-5,Maalaus Jäppinen Oy,,,2011-04-01,http://avoindata.prh.fi/opendata/tr/v1/2390906-5,OY
2396810-2,Saneeraus M.Tyrisevä Oy,,,2011-03-28,http://avoindata.prh.fi/opendata/tr/v1/2396810-2,OY
2394527-7,Jak-Saneeraus Oy,,,2011-03-25,http://avoindata.prh.fi/opendata/tr/v1/2394527-7,OY
2392991-2,Restaurointimaalaus MIMOS Oy,,,2011-03-22,http://avoindata.prh.fi/opendata/tr/v1/2392991-2,OY
2390550-7,Helmi Saneerauspalvelut Oy,,,2011-03-21,http://avoindata.prh.fi/opendata/tr/v1/2390550-7,OY
2381629-9,HT-Maalaus Oy,,,2011-01-26,http://avoindata.prh.fi/opendata/tr/v1/2381629-9,OY
2378080-4,Kangasalan Teollisuusmaalaus Oy,,,2011-01-05,http://avoindata.prh.fi/opendata/tr/v1/2378080-4,OY
2404466-5,Loimaan Maalauspalvelu Oy,,,2011-05-09,http://avoindata.prh.fi/opendata/tr/v1/2404466-5,OY
2406442-0,AHS Asbesti- ja Homesaneeraus Oy,,,2011-05-09,http://avoindata.prh.fi/opendata/tr/v1/2406442-0,OY
2462828-1,Länsi-Rajan Rakennussaneeraus Oy,,,2012-03-14,http://avoindata.prh.fi/opendata/tr/v1/2462828-1,OY
2466123-3,Suomen Erikoissaneeraus Oy,,,2012-03-14,http://avoindata.prh.fi/opendata/tr/v1/2466123-3,OY
2465796-3,Maalausliike Kaksio Oy,,,2012-03-12,http://avoindata.prh.fi/opendata/tr/v1/2465796-3,OY
2466374-9,Maalaustyö T. Nummela Oy,,,2012-03-07,http://avoindata.prh.fi/opendata/tr/v1/2466374-9,OY
2462895-1,Suonenjoen Maalaus ja Rakennus Oy,,,2012-03-02,http://avoindata.prh.fi/opendata/tr/v1/2462895-1,OY
2462912-9,LS-Maalaus Oy,,,2012-02-29,http://avoindata.prh.fi/opendata/tr/v1/2462912-9,OY
2459730-7,AKA Saneeraus Oy,,,2012-02-24,http://avoindata.prh.fi/opendata/tr/v1/2459730-7,OY
2461207-9,Saneeraus Bergholm Oy,,,2012-02-22,http://avoindata.prh.fi/opendata/tr/v1/2461207-9,OY
2500131-7,Maalaus HA-KA Oy,,,2012-10-10,http://avoindata.prh.fi/opendata/tr/v1/2500131-7,OY
2495392-2,Parisaneeraus Oy,,,2012-09-24,http://avoindata.prh.fi/opendata/tr/v1/2495392-2,OY
2491781-7,Maalausliike Painted Oy,,,2012-08-31,http://avoindata.prh.fi/opendata/tr/v1/2491781-7,OY
2507568-2,Oulun Rakennus ja Saneeraus Oy,,,2012-11-05,http://avoindata.prh.fi/opendata/tr/v1/2507568-2,OY
2505857-5,Matto ja saneeraus Räisänen Oy,,,2012-10-31,http://avoindata.prh.fi/opendata/tr/v1/2505857-5,OY
