Y-tunnus,company_name,address,website,registrationDate,detailsUri,companyForm
2940777-9,Bachmann Construction Oy,,,2018-10-04,http://avoindata.prh.fi/opendata/tr/v1/2940777-9,OY
2904872-9,Aino Landscaping Oy,,,2018-04-09,http://avoindata.prh.fi/opendata/tr/v1/2904872-9,OY
3101022-8,K&R Finland Construction Oy,,,2019-11-27,http://avoindata.prh.fi/opendata/tr/v1/3101022-8,OY
3101311-1,BM CONSTRUCTION OY,,,2019-12-30,http://avoindata.prh.fi/opendata/tr/v1/3101311-1,OY
3107097-6,RW Construction Ab Oy,,,2019-12-27,http://avoindata.prh.fi/opendata/tr/v1/3107097-6,OY
3090278-5,Nordic Energy Construction Oy,,,2019-10-23,http://avoindata.prh.fi/opendata/tr/v1/3090278-5,OY
3091793-6,Ursus Construction Oy,,,2019-10-21,http://avoindata.prh.fi/opendata/tr/v1/3091793-6,OY
3012135-6,B.D. Construction Oy,,,2019-07-15,http://avoindata.prh.fi/opendata/tr/v1/3012135-6,OY
3022384-6,CMS Construction Management Solutions Oy,,,2019-09-25,http://avoindata.prh.fi/opendata/tr/v1/3022384-6,OY
3085705-6,Carelia Construction Oy,,,2019-09-16,http://avoindata.prh.fi/opendata/tr/v1/3085705-6,OY
3018499-8,LL Renovation & Construction Oy,,,2019-09-12,http://avoindata.prh.fi/opendata/tr/v1/3018499-8,OY
3003968-6,Marine Service Repair and Construction Oy,,,2019-09-11,http://avoindata.prh.fi/opendata/tr/v1/3003968-6,OY
3019259-2,Collect Group Construction Oy,,,2019-09-10,http://avoindata.prh.fi/opendata/tr/v1/3019259-2,OY
3015375-3,Spolia Construction Oy,,,2019-08-16,http://avoindata.prh.fi/opendata/tr/v1/3015375-3,OY
3015395-6,Quality construction & consulting Oy,,,2019-08-06,http://avoindata.prh.fi/opendata/tr/v1/3015395-6,OY
3150746-1,Roto construction Ab,,,2020-08-27,http://avoindata.prh.fi/opendata/tr/v1/3150746-1,OY
3153922-8,Billnäs Construction Oy Ab,,,2020-08-26,http://avoindata.prh.fi/opendata/tr/v1/3153922-8,OY
3150337-2,Green Pro Construction Oy,,,2020-08-26,http://avoindata.prh.fi/opendata/tr/v1/3150337-2,OY
3152000-9,CS-Construction Services Oy,,,2020-08-20,http://avoindata.prh.fi/opendata/tr/v1/3152000-9,OY
3151868-9,Constle Construction Oy,,,2020-08-18,http://avoindata.prh.fi/opendata/tr/v1/3151868-9,OY
3175247-5,Unlimited Construction Company Oy,,,2020-12-14,http://avoindata.prh.fi/opendata/tr/v1/3175247-5,OY
3171261-7,City Construction Oy,,,2020-12-21,http://avoindata.prh.fi/opendata/tr/v1/3171261-7,OY
3163199-9,Tilanne Construction Oy,,,2020-10-09,http://avoindata.prh.fi/opendata/tr/v1/3163199-9,OY
3146671-9,RR Construction Oy,,,2020-07-21,http://avoindata.prh.fi/opendata/tr/v1/3146671-9,OY
3142136-9,Armada Construction Oy,,,2020-07-13,http://avoindata.prh.fi/opendata/tr/v1/3142136-9,OY
3156398-1,Aljas Construction Oy,,,2020-09-07,http://avoindata.prh.fi/opendata/tr/v1/3156398-1,OY
3151626-1,Techno Construction Oy,,,2020-09-03,http://avoindata.prh.fi/opendata/tr/v1/3151626-1,OY
3229042-8,Shala Construction Oy,,,2021-08-26,http://avoindata.prh.fi/opendata/tr/v1/3229042-8,OY
3229373-3,K&D Construction Oy,,,2021-08-20,http://avoindata.prh.fi/opendata/tr/v1/3229373-3,OY
3246410-9,Selenius Construction & Consulting Oy,,,2021-11-12,http://avoindata.prh.fi/opendata/tr/v1/3246410-9,OY
3251941-3,AluConstruction Oy,,,2021-12-07,http://avoindata.prh.fi/opendata/tr/v1/3251941-3,OY
3250313-9,Elezi Construction Oy,,,2021-12-01,http://avoindata.prh.fi/opendata/tr/v1/3250313-9,OY
3253936-9,Oy AJK Construction Ltd,,,2021-12-30,http://avoindata.prh.fi/opendata/tr/v1/3253936-9,OY
3252768-3,One Group Construction Oy,,,2021-12-23,http://avoindata.prh.fi/opendata/tr/v1/3252768-3,OY
3234039-2,Tistle Construction & Realty Oy,,,2021-09-13,http://avoindata.prh.fi/opendata/tr/v1/3234039-2,OY
3232871-3,Ecotech Constructions,,,2021-09-07,http://avoindata.prh.fi/opendata/tr/v1/3232871-3,OY
3230898-2,Go Construction Oy,,,2021-09-06,http://avoindata.prh.fi/opendata/tr/v1/3230898-2,OY
3222832-5,Ocean Construction Solutions Ab,,,2021-07-27,http://avoindata.prh.fi/opendata/tr/v1/3222832-5,OY
3292177-9,ArtConstruction Oy,,,2022-08-17,http://avoindata.prh.fi/opendata/tr/v1/3292177-9,OY
3324618-9,MZ CONSTRUCTION OY,,,2022-11-14,http://avoindata.prh.fi/opendata/tr/v1/3324618-9,OY
3327744-4,API Construction OY,,,2022-12-05,http://avoindata.prh.fi/opendata/tr/v1/3327744-4,OY
3328393-2,M-S Construction Cleaning Oy,,,2022-12-01,http://avoindata.prh.fi/opendata/tr/v1/3328393-2,OY
3332361-5,Lahu Construction Oy,,,2022-12-22,http://avoindata.prh.fi/opendata/tr/v1/3332361-5,OY
3320875-6,CSC - Construction Safety Consulting Oy,,,2022-10-28,http://avoindata.prh.fi/opendata/tr/v1/3320875-6,OY
3319763-9,Hima Construction oy,,,2022-10-21,http://avoindata.prh.fi/opendata/tr/v1/3319763-9,OY
3269487-9,Rimito Constructions Oy,,,2022-06-30,http://avoindata.prh.fi/opendata/tr/v1/3269487-9,OY
3312927-3,R3 Construction Oy,,,2022-09-20,http://avoindata.prh.fi/opendata/tr/v1/3312927-3,OY
3410009-3,D.M.L Construction Oy,,,2023-12-14,http://avoindata.prh.fi/opendata/tr/v1/3410009-3,OY
3385596-1,M&K Constructions Oy,,,2023-10-23,http://avoindata.prh.fi/opendata/tr/v1/3385596-1,OY
3393449-1,MTC Construction Oy,,,2023-10-05,http://avoindata.prh.fi/opendata/tr/v1/3393449-1,OY
3373325-1,CK Construction Oy,,,2023-07-06,http://avoindata.prh.fi/opendata/tr/v1/3373325-1,OY
3384761-1,KULJU CONSTRUCTION COMPANY Oy Ab,,,2023-09-01,http://avoindata.prh.fi/opendata/tr/v1/3384761-1,OY
3390213-1,TerraCraft Construction Ab Oy,,,2023-09-18,http://avoindata.prh.fi/opendata/tr/v1/3390213-1,OY
3389120-9,Construction Movement Oy,,,2023-09-15,http://avoindata.prh.fi/opendata/tr/v1/3389120-9,OY
3385383-5,Construction Intel Oy,,,2023-09-13,http://avoindata.prh.fi/opendata/tr/v1/3385383-5,OY
2093689-3,Rakennus Sigmar Oy,,,2007-02-21,http://avoindata.prh.fi/opendata/tr/v1/2093689-3,OY
2096601-3,Maanrakennus Santanen Oy,,,2007-02-21,http://avoindata.prh.fi/opendata/tr/v1/2096601-3,OY
2095229-5,Rakennuspalvelu JVK Oy,,,2007-02-20,http://avoindata.prh.fi/opendata/tr/v1/2095229-5,OY
2096595-0,Arkadian Rakennus Oy,,,2007-02-19,http://avoindata.prh.fi/opendata/tr/v1/2096595-0,OY
2088676-9,Rakennus Top Oy,,,2007-02-16,http://avoindata.prh.fi/opendata/tr/v1/2088676-9,OY
2095057-2,Turun Seudun Rakennuspalvelu Oy,,,2007-02-15,http://avoindata.prh.fi/opendata/tr/v1/2095057-2,OY
2094979-0,Rakennuspalvelu JVJ Oy,,,2007-02-14,http://avoindata.prh.fi/opendata/tr/v1/2094979-0,OY
2085937-3,Rakennusliike Paloniitty Oy,,,2007-02-12,http://avoindata.prh.fi/opendata/tr/v1/2085937-3,OY
2093639-1,Kenmar Rakennus Oy,,,2007-02-12,http://avoindata.prh.fi/opendata/tr/v1/2093639-1,OY
2094518-3,Puusta Finland Oy,,,2007-02-12,http://avoindata.prh.fi/opendata/tr/v1/2094518-3,OY
2088289-9,Suomen West Rakennus Oy,,,2007-02-09,http://avoindata.prh.fi/opendata/tr/v1/2088289-9,OY
2073843-2,Finnish Construction Technologies Oy,,,2007-02-09,http://avoindata.prh.fi/opendata/tr/v1/2073843-2,OY
2091222-6,As Oy Lahden Kivikylä,,,2007-02-08,http://avoindata.prh.fi/opendata/tr/v1/2091222-6,AOY
2090549-9,Pyhän Kivi Oy,,,2007-02-07,http://avoindata.prh.fi/opendata/tr/v1/2090549-9,OY
2085143-5,Keski-Suomen Rakennus-Purku Oy,,,2007-02-06,http://avoindata.prh.fi/opendata/tr/v1/2085143-5,OY
2092487-6,Saimaan Kate ja Rakennus Oy,,,2007-02-06,http://avoindata.prh.fi/opendata/tr/v1/2092487-6,OY
2091104-7,Himakivi Oy,,,2007-02-06,http://avoindata.prh.fi/opendata/tr/v1/2091104-7,OY
2091794-0,Kiint. Oy Puumalan kunnan Mustanlammintie 12 T4,,,2007-02-02,http://avoindata.prh.fi/opendata/tr/v1/2091794-0,OY
2091582-2,Kylmälän Rakennuspalvelu Oy,,,2007-02-02,http://avoindata.prh.fi/opendata/tr/v1/2091582-2,OY
2088457-9,POS-Rakennus Oy,,,2007-02-02,http://avoindata.prh.fi/opendata/tr/v1/2088457-9,OY
2092238-7,Etelä-Suomen Rakennustaito Oy,,,2007-02-02,http://avoindata.prh.fi/opendata/tr/v1/2092238-7,OY
2091072-2,Saneeraus- ja Puutyö Honkanen Oy,,,2007-02-01,http://avoindata.prh.fi/opendata/tr/v1/2091072-2,OY
2090896-4,LVI-Kivijärvi Oy,,,2007-02-01,http://avoindata.prh.fi/opendata/tr/v1/2090896-4,OY
2047230-4,RTP-Rakennus Oy,,,2007-01-31,http://avoindata.prh.fi/opendata/tr/v1/2047230-4,OY
2090987-9,RL Rakennus ja Saneeraus Oy,,,2007-01-31,http://avoindata.prh.fi/opendata/tr/v1/2090987-9,OY
2090392-8,Tee-Rakennus Oy,,,2007-01-29,http://avoindata.prh.fi/opendata/tr/v1/2090392-8,OY
2084086-7,Keskiviiva Oy,,,2007-01-26,http://avoindata.prh.fi/opendata/tr/v1/2084086-7,OY
2085928-5,Paanajärven puusta Oy,,,2007-01-26,http://avoindata.prh.fi/opendata/tr/v1/2085928-5,OY
2089068-8,Naantalin Puurak Oy,,,2007-01-25,http://avoindata.prh.fi/opendata/tr/v1/2089068-8,OY
2089420-8,Rakennusliike Kivijalka Oy,,,2007-01-25,http://avoindata.prh.fi/opendata/tr/v1/2089420-8,OY
2089591-3,Rakennusliike M. Maittila Oy,,,2007-01-24,http://avoindata.prh.fi/opendata/tr/v1/2089591-3,OY
2087952-6,Rastilan Rakennushuolto Oy,,,2007-01-22,http://avoindata.prh.fi/opendata/tr/v1/2087952-6,OY
2087402-0,A-Rakennus Niemelä Oy,,,2007-01-19,http://avoindata.prh.fi/opendata/tr/v1/2087402-0,OY
2088039-1,Rakennusinsinööritoimisto Arto Leppänen Oy,,,2007-01-19,http://avoindata.prh.fi/opendata/tr/v1/2088039-1,OY
2084361-1,J&J Rakennus Oy,,,2007-01-18,http://avoindata.prh.fi/opendata/tr/v1/2084361-1,OY
2087335-1,Rakennus- ja Remontointi Huuki Oy,,,2007-01-18,http://avoindata.prh.fi/opendata/tr/v1/2087335-1,OY
2087925-1,Kiinteistö Oy Kivirinne,,,2007-01-18,http://avoindata.prh.fi/opendata/tr/v1/2087925-1,OY
2087479-2,KST-Rakennus Oy,,,2007-01-18,http://avoindata.prh.fi/opendata/tr/v1/2087479-2,OY
2087013-4,Hirvaskankaan Rakennustyö Oy,,,2007-01-17,http://avoindata.prh.fi/opendata/tr/v1/2087013-4,OY
2144296-7,Pirkanmaan Kivitalot Oy,,,2007-10-08,http://avoindata.prh.fi/opendata/tr/v1/2144296-7,OY
2145027-0,Suunnittelu ja Rakennus Villähde Oy,,,2007-10-08,http://avoindata.prh.fi/opendata/tr/v1/2145027-0,OY
2144174-5,Rakennusliike Rauno Törni Oy,,,2007-10-04,http://avoindata.prh.fi/opendata/tr/v1/2144174-5,OY
2141273-3,Nokian KAMI-Rakennus Oy,,,2007-10-03,http://avoindata.prh.fi/opendata/tr/v1/2141273-3,OY
2142587-6,Rakennus Rauhala Oy,,,2007-10-02,http://avoindata.prh.fi/opendata/tr/v1/2142587-6,OY
2115844-8,Forssan Ylinrakennus Oy,,,2007-09-30,http://avoindata.prh.fi/opendata/tr/v1/2115844-8,OY
2142394-2,Seinäjoen Puutavara Oy,,,2007-09-27,http://avoindata.prh.fi/opendata/tr/v1/2142394-2,OY
2142456-6,Rakennus- ja insinööritoimisto DualTech Oy,,,2007-09-27,http://avoindata.prh.fi/opendata/tr/v1/2142456-6,OY
2140638-4,Keski-Suomen Rakennuskeskus Oy,,,2007-09-26,http://avoindata.prh.fi/opendata/tr/v1/2140638-4,OY
2140517-0,Akaan Rakennusmestaripalvelu Oy,,,2007-09-26,http://avoindata.prh.fi/opendata/tr/v1/2140517-0,OY
2142088-0,Sisu-Rakennus Oy,,,2007-09-26,http://avoindata.prh.fi/opendata/tr/v1/2142088-0,OY
2141480-0,Rakennuspalvelu Tuohioja Oy,,,2007-09-26,http://avoindata.prh.fi/opendata/tr/v1/2141480-0,OY
2135408-6,Rakennus Tiim Oy,,,2007-09-25,http://avoindata.prh.fi/opendata/tr/v1/2135408-6,OY
2140628-8,KTA-Rakennustekniikka Oy,,,2007-09-21,http://avoindata.prh.fi/opendata/tr/v1/2140628-8,OY
2140920-0,Strömsön Huvilarakennus Oy,,,2007-09-20,http://avoindata.prh.fi/opendata/tr/v1/2140920-0,OY
2139928-4,Puurakentajat Rakennus Oy,,,2007-09-19,http://avoindata.prh.fi/opendata/tr/v1/2139928-4,OY
2139891-9,KEN Rakennusosakeyhtiö,,,2007-09-18,http://avoindata.prh.fi/opendata/tr/v1/2139891-9,OY
2139872-4,Rakennus Canvas Oy,,,2007-09-17,http://avoindata.prh.fi/opendata/tr/v1/2139872-4,OY
2139851-3,Seipä-Rakennus Oy,,,2007-09-17,http://avoindata.prh.fi/opendata/tr/v1/2139851-3,OY
2138014-5,Koiviston Rakennus Oy,,,2007-09-14,http://avoindata.prh.fi/opendata/tr/v1/2138014-5,OY
2137023-8,Asunto Oy Taipalsaaren Kivivuori,,,2007-09-12,http://avoindata.prh.fi/opendata/tr/v1/2137023-8,AOY
2137799-0,Rakennusliike TasanTarkka Oy,,,2007-09-10,http://avoindata.prh.fi/opendata/tr/v1/2137799-0,OY
2135533-7,Helsingin Katto- ja rakennustakuu Oy,,,2007-09-10,http://avoindata.prh.fi/opendata/tr/v1/2135533-7,OY
2135820-4,Rakennuspalvelu K.O. Harju Oy,,,2007-09-10,http://avoindata.prh.fi/opendata/tr/v1/2135820-4,OY
2137688-3,Pohjolan Lämpö ja Rakennus Oy,,,2007-09-07,http://avoindata.prh.fi/opendata/tr/v1/2137688-3,OY
2137071-3,Virepuu Oy,,,2007-09-05,http://avoindata.prh.fi/opendata/tr/v1/2137071-3,OY
2136461-2,Rakennusliike Hamari Oy,,,2007-09-05,http://avoindata.prh.fi/opendata/tr/v1/2136461-2,OY
2133150-3,Maanrakennuspalvelu T.Mäkinen Oy,,,2007-09-01,http://avoindata.prh.fi/opendata/tr/v1/2133150-3,OY
2135920-7,Rakennuspelti Mika Närhi Oy,,,2007-09-01,http://avoindata.prh.fi/opendata/tr/v1/2135920-7,OY
2135324-3,Maanrakennus P & P Vilola Oy,,,2007-08-29,http://avoindata.prh.fi/opendata/tr/v1/2135324-3,OY
2135809-5,Kiinteistö Oy Vaasan Kivihaantie 14,,,2007-08-29,http://avoindata.prh.fi/opendata/tr/v1/2135809-5,OY
2129493-3,Keskinäinen kiinteistöosakeyhtiö Puusepänpuisto,,,2007-08-28,http://avoindata.prh.fi/opendata/tr/v1/2129493-3,OY
2155395-8,Maanrakennus ja Kuljetus Väänänen Oy,,,2007-11-16,http://avoindata.prh.fi/opendata/tr/v1/2155395-8,OY
2147860-1,Rakennus- ja Kiinteistöpalvelu RaKiPa Oy,,,2007-11-15,http://avoindata.prh.fi/opendata/tr/v1/2147860-1,OY
2155435-2,PJT-Rakennus Oy,,,2007-11-15,http://avoindata.prh.fi/opendata/tr/v1/2155435-2,OY
2155169-6,Kivi Technologies Oy,,,2007-11-12,http://avoindata.prh.fi/opendata/tr/v1/2155169-6,OY
2154304-7,Rakennus Pella Oy,,,2007-11-09,http://avoindata.prh.fi/opendata/tr/v1/2154304-7,OY
2153093-2,Rakennusliike Terak oy,,,2007-11-06,http://avoindata.prh.fi/opendata/tr/v1/2153093-2,OY
2148922-0,Rakennuspalvelu H2 Oy,,,2007-11-02,http://avoindata.prh.fi/opendata/tr/v1/2148922-0,OY
2150672-1,Construction consulting group Oy,,,2007-11-01,http://avoindata.prh.fi/opendata/tr/v1/2150672-1,OY
2151311-2,Suomen Rakennusterveyspalvelut Oy,,,2007-10-30,http://avoindata.prh.fi/opendata/tr/v1/2151311-2,OY
2149623-6,Kiviliike Velj. Alander Oy,,,2007-10-30,http://avoindata.prh.fi/opendata/tr/v1/2149623-6,OY
2149675-4,J & K Puukaato Oy,,,2007-10-29,http://avoindata.prh.fi/opendata/tr/v1/2149675-4,OY
2150217-3,Rakennuspalvelu RT Oy,,,2007-10-26,http://avoindata.prh.fi/opendata/tr/v1/2150217-3,OY
2144403-0,Rakennus ja Maalaus Naukkarinen Oy,,,2007-10-24,http://avoindata.prh.fi/opendata/tr/v1/2144403-0,OY
2149797-6,Rakennuspalvelu Kariniemi & Westphal Oy,,,2007-10-24,http://avoindata.prh.fi/opendata/tr/v1/2149797-6,OY
2147588-1,Puutyö Alander Oy,,,2007-10-22,http://avoindata.prh.fi/opendata/tr/v1/2147588-1,OY
2145608-2,L&E Rakennus ja Saneeraus Oy,,,2007-10-12,http://avoindata.prh.fi/opendata/tr/v1/2145608-2,OY
2146731-2,Rakennusurakointi Maunu Oy,,,2007-10-12,http://avoindata.prh.fi/opendata/tr/v1/2146731-2,OY
2145162-8,Lamminpään Puutarha Oy,,,2007-10-10,http://avoindata.prh.fi/opendata/tr/v1/2145162-8,OY
2146456-8,Suomen Sisustepuu Oy,,,2007-10-10,http://avoindata.prh.fi/opendata/tr/v1/2146456-8,OY
2145420-4,TJT-Maanrakennus Oy,,,2007-10-09,http://avoindata.prh.fi/opendata/tr/v1/2145420-4,OY
2140671-2,Asunto Oy Rovaniemen Talvipuutarha,,,2007-10-09,http://avoindata.prh.fi/opendata/tr/v1/2140671-2,AOY
2163598-8,Kivikourat Oy,,,2007-12-28,http://avoindata.prh.fi/opendata/tr/v1/2163598-8,OY
2163945-2,Puutyöliike Rasi Oy,,,2007-12-27,http://avoindata.prh.fi/opendata/tr/v1/2163945-2,OY
2162243-1,Jyväskylän Viherkivi Oy,,,2007-12-21,http://avoindata.prh.fi/opendata/tr/v1/2162243-1,OY
2161765-9,Puutyö Luova Oy,,,2007-12-21,http://avoindata.prh.fi/opendata/tr/v1/2161765-9,OY
2158995-0,PSV-Rakennus Oy,,,2007-12-21,http://avoindata.prh.fi/opendata/tr/v1/2158995-0,OY
2162921-1,Rakennusvirta Group Oy,,,2007-12-19,http://avoindata.prh.fi/opendata/tr/v1/2162921-1,OY
2162942-2,Rakennus Aarla Oy,,,2007-12-18,http://avoindata.prh.fi/opendata/tr/v1/2162942-2,OY
2159501-5,Oy Rakennuspalvelu Raimax Byggtjänst Ab,,,2007-12-14,http://avoindata.prh.fi/opendata/tr/v1/2159501-5,OY
2162380-5,Rakennusliike Team Makkonen Oy,,,2007-12-14,http://avoindata.prh.fi/opendata/tr/v1/2162380-5,OY
2160970-4,Maanrakennus Lassila Oy,,,2007-12-13,http://avoindata.prh.fi/opendata/tr/v1/2160970-4,OY
2161437-8,Selekta Rakennus Uusimaa Oy,,,2007-12-13,http://avoindata.prh.fi/opendata/tr/v1/2161437-8,OY
2159699-0,Maanrakennus Esko Halme Oy,,,2007-12-12,http://avoindata.prh.fi/opendata/tr/v1/2159699-0,OY
2161394-9,As.oy Tampereen Puu-Tammelan Tähti,,,2007-12-12,http://avoindata.prh.fi/opendata/tr/v1/2161394-9,AOY
2158305-7,NIMACO Rakennus Oy,,,2007-12-12,http://avoindata.prh.fi/opendata/tr/v1/2158305-7,OY
2161286-6,Pirkanmaan rakennus- ja asennustekniikka Oy,,,2007-12-12,http://avoindata.prh.fi/opendata/tr/v1/2161286-6,OY
2159250-0,TASO Rakennusyhtiö Oy,,,2007-12-12,http://avoindata.prh.fi/opendata/tr/v1/2159250-0,OY
2158119-0,Rakennus-Jaranto Oy,,,2007-12-11,http://avoindata.prh.fi/opendata/tr/v1/2158119-0,OY
2160309-7,RAKENNUS KIVILAMMI OY,,,2007-12-11,http://avoindata.prh.fi/opendata/tr/v1/2160309-7,OY
2159132-1,Rakennus Matikainen OY,,,2007-12-11,http://avoindata.prh.fi/opendata/tr/v1/2159132-1,OY
2159647-2,Rakennus Consultor Oy,,,2007-12-05,http://avoindata.prh.fi/opendata/tr/v1/2159647-2,OY
2159049-2,Puuajatus Oy,,,2007-11-30,http://avoindata.prh.fi/opendata/tr/v1/2159049-2,OY
2159181-5,Maanrakennus Unto Viitanen Oy,,,2007-11-30,http://avoindata.prh.fi/opendata/tr/v1/2159181-5,OY
2154327-4,Träskändan Kauppapuutarha Oy,,,2007-11-30,http://avoindata.prh.fi/opendata/tr/v1/2154327-4,OY
2158180-1,Selekta Rakennus Oy,,,2007-11-28,http://avoindata.prh.fi/opendata/tr/v1/2158180-1,OY
2158471-1,VPH rakennus ja sähkö Oy,,,2007-11-27,http://avoindata.prh.fi/opendata/tr/v1/2158471-1,OY
2157627-9,Ben Tähti Rakennus Oy,,,2007-11-26,http://avoindata.prh.fi/opendata/tr/v1/2157627-9,OY
2158073-7,Rakennus Wille Oy,,,2007-11-26,http://avoindata.prh.fi/opendata/tr/v1/2158073-7,OY
2154874-5,Suurpellon Rakennusprojektointi ja Kiinteistöhoito Oy,,,2007-11-26,http://avoindata.prh.fi/opendata/tr/v1/2154874-5,OY
2157235-8,Rakennus Kapo Oy,,,2007-11-23,http://avoindata.prh.fi/opendata/tr/v1/2157235-8,OY
2157382-8,K & G Rakennuspalvelu Oy,,,2007-11-22,http://avoindata.prh.fi/opendata/tr/v1/2157382-8,OY
2154917-4,Ylispuu Oy,,,2007-11-22,http://avoindata.prh.fi/opendata/tr/v1/2154917-4,OY
2157485-5,Rakennustyöt RoWi Oy Ab,,,2007-11-22,http://avoindata.prh.fi/opendata/tr/v1/2157485-5,OY
2155525-9,Muurausliike Muurikivi Oy,,,2007-11-21,http://avoindata.prh.fi/opendata/tr/v1/2155525-9,OY
