Y-tunnus,company_name,address,website,registrationDate,detailsUri,companyForm
2399088-7,Beaver Energy Ab Oy,,,2011-04-07,http://avoindata.prh.fi/opendata/tr/v1/2399088-7,OY
2394351-1,Finess Energy Oy,,,2011-03-17,http://avoindata.prh.fi/opendata/tr/v1/2394351-1,OY
2404971-4,HonkaEnergy Oy,,,2011-05-10,http://avoindata.prh.fi/opendata/tr/v1/2404971-4,OY
2401328-7,"BWE - Balance, Wellness & Energy Oy",,,2011-04-26,http://avoindata.prh.fi/opendata/tr/v1/2401328-7,OY
2500246-7,JS BioEnergy Oy,,,2012-10-08,http://avoindata.prh.fi/opendata/tr/v1/2500246-7,OY
2492571-0,Ab J&J Multienergy Oy,,,2012-09-13,http://avoindata.prh.fi/opendata/tr/v1/2492571-0,OY
2489270-1,Wheel Energy Oy,,,2012-09-06,http://avoindata.prh.fi/opendata/tr/v1/2489270-1,OY
2509163-1,EMC-Energy Oy,,,2012-11-13,http://avoindata.prh.fi/opendata/tr/v1/2509163-1,OY
2472978-7,OK Energy Oy,,,2012-06-01,http://avoindata.prh.fi/opendata/tr/v1/2472978-7,OY
2469837-8,Energy Brands Oy,,,2012-04-10,http://avoindata.prh.fi/opendata/tr/v1/2469837-8,OY
2467235-4,M. Teir Bioenergy Ab Oy,,,2012-03-22,http://avoindata.prh.fi/opendata/tr/v1/2467235-4,OY
2452263-9,Energy Partners Finland Oy,,,2012-01-13,http://avoindata.prh.fi/opendata/tr/v1/2452263-9,OY
2574554-3,Ligman Lighting Finland Oy,,,2013-10-18,http://avoindata.prh.fi/opendata/tr/v1/2574554-3,OY
2570834-7,TVV Marine Lighting Oy,,,2013-10-14,http://avoindata.prh.fi/opendata/tr/v1/2570834-7,OY
2584204-4,Finnish Energy Consulting osk,,,2013-11-27,http://avoindata.prh.fi/opendata/tr/v1/2584204-4,OK
2555779-6,Kouvola Circuit Oy,,,2013-07-10,http://avoindata.prh.fi/opendata/tr/v1/2555779-6,OY
2557620-9,ABO Energy Suomi Oy,,,2013-07-09,http://avoindata.prh.fi/opendata/tr/v1/2557620-9,OY
2519511-5,DynaCircuit Oy,,,2013-01-08,http://avoindata.prh.fi/opendata/tr/v1/2519511-5,OY
2518979-4,Energy Care Finland Oy,,,2013-01-02,http://avoindata.prh.fi/opendata/tr/v1/2518979-4,OY
2541366-1,Autoenergy Oy,,,2013-04-17,http://avoindata.prh.fi/opendata/tr/v1/2541366-1,OY
2540622-6,WhiteNight Lighting Oy,,,2013-04-10,http://avoindata.prh.fi/opendata/tr/v1/2540622-6,OY
2537698-7,Lighting Design Collective Oy,,,2013-04-03,http://avoindata.prh.fi/opendata/tr/v1/2537698-7,OY
2551104-2,Siemens Gamesa Renewable Energy Oy,,,2013-05-29,http://avoindata.prh.fi/opendata/tr/v1/2551104-2,OY
2604677-9,Marwil Energy Oy,,,2014-03-12,http://avoindata.prh.fi/opendata/tr/v1/2604677-9,OY
2635273-3,EST Energy Save Technologies Oy,,,2014-09-12,http://avoindata.prh.fi/opendata/tr/v1/2635273-3,OY
2649109-8,Energytech Finland Oy,,,2014-11-04,http://avoindata.prh.fi/opendata/tr/v1/2649109-8,OY
2633832-5,Solnet Green Energy Oy,,,2014-08-13,http://avoindata.prh.fi/opendata/tr/v1/2633832-5,OY
2630007-9,KPT Energy Law Consulting Oy,,,2014-08-04,http://avoindata.prh.fi/opendata/tr/v1/2630007-9,OY
2623230-1,Ursus Energy Oy,,,2014-06-19,http://avoindata.prh.fi/opendata/tr/v1/2623230-1,OY
2621449-6,Future Environment Energy Finland Oy,,,2014-06-12,http://avoindata.prh.fi/opendata/tr/v1/2621449-6,OY
2677235-9,Kurikka Energy Oy,,,2015-04-08,http://avoindata.prh.fi/opendata/tr/v1/2677235-9,OY
2681296-3,EVN Energy Oy,,,2015-04-02,http://avoindata.prh.fi/opendata/tr/v1/2681296-3,OY
2681179-2,Fenergy Oy,,,2015-03-25,http://avoindata.prh.fi/opendata/tr/v1/2681179-2,OY
2731105-2,Nordic Sinitaivas Energy Group Oy,,,2015-12-22,http://avoindata.prh.fi/opendata/tr/v1/2731105-2,OY
2706343-1,Infinergies Bioenergy Raahe Oy,,,2015-08-31,http://avoindata.prh.fi/opendata/tr/v1/2706343-1,OY
2702695-6,Energy Point Oy,,,2015-08-19,http://avoindata.prh.fi/opendata/tr/v1/2702695-6,OY
2700666-4,ABO Energy O&M Suomi Oy,,,2015-07-28,http://avoindata.prh.fi/opendata/tr/v1/2700666-4,OY
2699604-5,Global World Energy Oy,,,2015-07-10,http://avoindata.prh.fi/opendata/tr/v1/2699604-5,OY
2694338-1,Oy Energy Natura Ltd,,,2015-07-01,http://avoindata.prh.fi/opendata/tr/v1/2694338-1,OY
2688220-8,Kiinteistö Oy Green Energy Tower,,,2015-05-15,http://avoindata.prh.fi/opendata/tr/v1/2688220-8,OY
2674314-4,"Health, Energy & Inspiration Oy",,,2015-02-20,http://avoindata.prh.fi/opendata/tr/v1/2674314-4,OY
2760639-5,UPM Energy Oy,,,2016-05-12,http://avoindata.prh.fi/opendata/tr/v1/2760639-5,OY
2753113-5,Proflighting Oy,,,2016-04-25,http://avoindata.prh.fi/opendata/tr/v1/2753113-5,OY
2785158-5,PP Energy Oy,,,2016-10-11,http://avoindata.prh.fi/opendata/tr/v1/2785158-5,OY
2788328-8,O'Connor Electrical Oy,,,2016-11-29,http://avoindata.prh.fi/opendata/tr/v1/2788328-8,OY
2801189-5,Oy AJL Wind Energy Ab,,,2016-12-21,http://avoindata.prh.fi/opendata/tr/v1/2801189-5,OY
2784298-8,Asunto Oy Vantaan Circuit,,,2016-10-04,http://avoindata.prh.fi/opendata/tr/v1/2784298-8,AOY
2764619-4,Sustera Energy Consulting Oy,,,2016-06-08,http://avoindata.prh.fi/opendata/tr/v1/2764619-4,OY
2765949-7,Asunto Oy Kuopion Villa Energy,,,2016-06-07,http://avoindata.prh.fi/opendata/tr/v1/2765949-7,AOY
2747720-4,Senergy Group Oy,,,2016-04-13,http://avoindata.prh.fi/opendata/tr/v1/2747720-4,OY
2834467-3,FlowEnergyExperts Oy,,,2017-05-29,http://avoindata.prh.fi/opendata/tr/v1/2834467-3,OY
2834718-8,Kyyttö Energy Oy,,,2017-05-26,http://avoindata.prh.fi/opendata/tr/v1/2834718-8,OY
2870529-9,Osteopathic Energy Oy,,,2017-11-28,http://avoindata.prh.fi/opendata/tr/v1/2870529-9,OY
2865618-3,Antti Pirinen Lighting Oy,,,2017-11-09,http://avoindata.prh.fi/opendata/tr/v1/2865618-3,OY
2858026-2,ProPower Energy Oy,,,2017-09-29,http://avoindata.prh.fi/opendata/tr/v1/2858026-2,OY
2854605-6,bio energy 1 oy,,,2017-09-07,http://avoindata.prh.fi/opendata/tr/v1/2854605-6,OY
2826366-2,Anjala Fiber & Energy Oy,,,2017-04-11,http://avoindata.prh.fi/opendata/tr/v1/2826366-2,OY
2824913-1,HUE Lighting Oy,,,2017-04-11,http://avoindata.prh.fi/opendata/tr/v1/2824913-1,OY
2831805-3,Single Wing Energy Oy,,,2017-08-09,http://avoindata.prh.fi/opendata/tr/v1/2831805-3,OY
2840028-4,Power One Energy Engineering Oy,,,2017-08-01,http://avoindata.prh.fi/opendata/tr/v1/2840028-4,OY
2918733-1,Ilmatar Energy HoldCo Oy,,,2018-06-12,http://avoindata.prh.fi/opendata/tr/v1/2918733-1,OY
2910933-3,Polar Night Energy Oy,,,2018-05-29,http://avoindata.prh.fi/opendata/tr/v1/2910933-3,OY
2909562-1,Feni Oy (Find energy next innovation Oy),,,2018-05-29,http://avoindata.prh.fi/opendata/tr/v1/2909562-1,OY
2944598-6,Unity Energy Oy,,,2018-11-14,http://avoindata.prh.fi/opendata/tr/v1/2944598-6,OY
2936178-2,Langskip Energy Nordic Oy,,,2018-09-20,http://avoindata.prh.fi/opendata/tr/v1/2936178-2,OY
2930884-2,Välikangas Energy Oy,,,2018-08-17,http://avoindata.prh.fi/opendata/tr/v1/2930884-2,OY
2901290-2,European Energy Partners Oy,,,2018-04-10,http://avoindata.prh.fi/opendata/tr/v1/2901290-2,OY
2922043-7,North Energy Solutions Oy,,,2018-06-25,http://avoindata.prh.fi/opendata/tr/v1/2922043-7,OY
2928690-3,MM Energy Consulting Oy,,,2018-08-01,http://avoindata.prh.fi/opendata/tr/v1/2928690-3,OY
3095395-3,NVC Lighting Finland Oy,,,2019-11-21,http://avoindata.prh.fi/opendata/tr/v1/3095395-3,OY
3099847-3,FinPetroGas Energy Oy,,,2019-11-20,http://avoindata.prh.fi/opendata/tr/v1/3099847-3,OY
3103038-4,Fitzhay Electrical Finland Oy,,,2019-12-18,http://avoindata.prh.fi/opendata/tr/v1/3103038-4,OY
3106109-2,G-Gas Energy Oy,,,2019-12-18,http://avoindata.prh.fi/opendata/tr/v1/3106109-2,OY
3086360-8,Farto-Fin Energy Oy,,,2019-11-11,http://avoindata.prh.fi/opendata/tr/v1/3086360-8,OY
3095275-8,Etha Energy Trading Oy,,,2019-11-04,http://avoindata.prh.fi/opendata/tr/v1/3095275-8,OY
3091514-8,EnergyTeam Finland Oy,,,2019-10-28,http://avoindata.prh.fi/opendata/tr/v1/3091514-8,OY
3092690-4,Eleven Energy Oy Ab,,,2019-10-25,http://avoindata.prh.fi/opendata/tr/v1/3092690-4,OY
3094936-4,Siemens Energy Oy,,,2019-10-25,http://avoindata.prh.fi/opendata/tr/v1/3094936-4,OY
3090278-5,Nordic Energy Construction Oy,,,2019-10-23,http://avoindata.prh.fi/opendata/tr/v1/3090278-5,OY
3090274-2,Nordic Energy Crew Oy,,,2019-10-23,http://avoindata.prh.fi/opendata/tr/v1/3090274-2,OY
3091854-1,Vulten Energy Oy Ltd,,,2019-10-10,http://avoindata.prh.fi/opendata/tr/v1/3091854-1,OY
3009447-4,New Energy Systems N.E.S Oy,,,2019-07-15,http://avoindata.prh.fi/opendata/tr/v1/3009447-4,OY
3086798-3,Electrical Expert Oy,,,2019-09-20,http://avoindata.prh.fi/opendata/tr/v1/3086798-3,OY
3021872-1,REX Energy Oy,,,2019-09-05,http://avoindata.prh.fi/opendata/tr/v1/3021872-1,OY
3171925-3,Global Lithium Energy Oy,,,2020-12-03,http://avoindata.prh.fi/opendata/tr/v1/3171925-3,OY
3173029-2,Energy Pile Oy,,,2020-11-30,http://avoindata.prh.fi/opendata/tr/v1/3173029-2,OY
3168679-7,Winda Energy Oy,,,2020-11-30,http://avoindata.prh.fi/opendata/tr/v1/3168679-7,OY
3176619-9,evpp.energy Ab,,,2020-12-30,http://avoindata.prh.fi/opendata/tr/v1/3176619-9,OY
3167785-8,Tiukka Energy Oy Ab,,,2020-11-03,http://avoindata.prh.fi/opendata/tr/v1/3167785-8,OY
3165154-3,Nordic Gravity Energy Storage Technology Oy,,,2020-10-19,http://avoindata.prh.fi/opendata/tr/v1/3165154-3,OY
3148652-5,"Rock, Wind & Energy Oy",,,2020-08-17,http://avoindata.prh.fi/opendata/tr/v1/3148652-5,OY
3249359-1,Transport & Energy Group TEG Oy,,,2021-11-29,http://avoindata.prh.fi/opendata/tr/v1/3249359-1,OY
3246561-1,Renergy Elements Ab,,,2021-11-23,http://avoindata.prh.fi/opendata/tr/v1/3246561-1,OY
3250520-6,GreenTech Energy and Heating Technical Solutions Oy,,,2021-12-01,http://avoindata.prh.fi/opendata/tr/v1/3250520-6,OY
3254360-8,Nordic Energy Partners Oy,,,2021-12-29,http://avoindata.prh.fi/opendata/tr/v1/3254360-8,OY
3254753-7,Winno Energy Oy,,,2021-12-23,http://avoindata.prh.fi/opendata/tr/v1/3254753-7,OY
3254384-3,Wasted Energy Oy,,,2021-12-17,http://avoindata.prh.fi/opendata/tr/v1/3254384-3,OY
3252704-2,Better Energy Finnish Solar 269 Oy,,,2021-12-16,http://avoindata.prh.fi/opendata/tr/v1/3252704-2,OY
3252707-7,Better Energy Finnish Solar 268 Oy,,,2021-12-16,http://avoindata.prh.fi/opendata/tr/v1/3252707-7,OY
3252706-9,Better Energy Finnish Solar 267 Oy,,,2021-12-16,http://avoindata.prh.fi/opendata/tr/v1/3252706-9,OY
3245730-4,PTJ EnergyGroup Oy,,,2021-11-09,http://avoindata.prh.fi/opendata/tr/v1/3245730-4,OY
3241069-6,ML-Energy Oy,,,2021-10-12,http://avoindata.prh.fi/opendata/tr/v1/3241069-6,OY
3238750-2,Green North Energy Oy,,,2021-10-08,http://avoindata.prh.fi/opendata/tr/v1/3238750-2,OY
3239454-2,Action Energy Finance Oy,,,2021-10-06,http://avoindata.prh.fi/opendata/tr/v1/3239454-2,OY
3239878-9,Once Energy Solutions Oy,,,2021-10-05,http://avoindata.prh.fi/opendata/tr/v1/3239878-9,OY
3215369-3,Energy Quads Oy,,,2021-07-13,http://avoindata.prh.fi/opendata/tr/v1/3215369-3,OY
3215001-1,Skyer Energy Oy,,,2021-07-13,http://avoindata.prh.fi/opendata/tr/v1/3215001-1,OY
3236120-6,Nord Energy Oy,,,2021-09-22,http://avoindata.prh.fi/opendata/tr/v1/3236120-6,OY
3235350-5,MV Energy Balance Oy,,,2021-09-20,http://avoindata.prh.fi/opendata/tr/v1/3235350-5,OY
3225586-8,Norsvik Lighting Systems Oy,,,2021-07-29,http://avoindata.prh.fi/opendata/tr/v1/3225586-8,OY
3235849-6,Dimodi Energy Oy Co. Ltd.,,,2021-10-04,http://avoindata.prh.fi/opendata/tr/v1/3235849-6,OY
3237100-9,Nu Energy Oy,,,2021-09-28,http://avoindata.prh.fi/opendata/tr/v1/3237100-9,OY
3237086-6,E.K Energy Partners Oy,,,2021-09-27,http://avoindata.prh.fi/opendata/tr/v1/3237086-6,OY
3235698-4,Aquila Clean Energy Finland Oy,,,2021-09-27,http://avoindata.prh.fi/opendata/tr/v1/3235698-4,OY
3236150-5,Energynet Finland Oy,,,2021-09-22,http://avoindata.prh.fi/opendata/tr/v1/3236150-5,OY
3304709-1,Gloriosa Energy Solutions Finland Oy,,,2022-08-11,http://avoindata.prh.fi/opendata/tr/v1/3304709-1,OY
3297579-3,Ahvenisto Race Circuit Oy,,,2022-08-11,http://avoindata.prh.fi/opendata/tr/v1/3297579-3,OY
3304338-1,Menergy Oy,,,2022-08-10,http://avoindata.prh.fi/opendata/tr/v1/3304338-1,OY
3324697-1,SmartAir And Energy Oy,,,2022-11-23,http://avoindata.prh.fi/opendata/tr/v1/3324697-1,OY
3330474-8,EnergyWise Oy,,,2022-12-15,http://avoindata.prh.fi/opendata/tr/v1/3330474-8,OY
3317678-2,Better Energy Finnish Solar 343 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317678-2,OY
3317646-7,Better Energy Finnish Solar 333 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317646-7,OY
3317643-2,Better Energy Finnish Solar 335 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317643-2,OY
3317645-9,Better Energy Finnish Solar 334 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317645-9,OY
3317640-8,Better Energy Finnish Solar 338 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317640-8,OY
3317642-4,Better Energy Finnish Solar 336 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317642-4,OY
3317641-6,Better Energy Finnish Solar 337 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317641-6,OY
3317637-9,Better Energy Finnish Solar 341 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317637-9,OY
3317664-3,Better Energy Finnish Solar 344 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317664-3,OY
3317638-7,Better Energy Finnish Solar 340 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317638-7,OY
3317650-4,Better Energy Finnish Solar 345 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317650-4,OY
3317649-1,Better Energy Finnish Solar 346 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317649-1,OY
3317639-5,Better Energy Finnish Solar 339 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317639-5,OY
3317634-4,Better Energy Finnish Solar 342 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317634-4,OY
3317635-2,Better Energy Finnish Solar 347 Oy,,,2022-12-08,http://avoindata.prh.fi/opendata/tr/v1/3317635-2,OY
3316939-8,Hauki Energy Oy,,,2022-12-01,http://avoindata.prh.fi/opendata/tr/v1/3316939-8,OY
3329032-3,Genano Energy Oy,,,2022-12-30,http://avoindata.prh.fi/opendata/tr/v1/3329032-3,OY
3333314-3,Amertat Energy Oy,,,2022-12-27,http://avoindata.prh.fi/opendata/tr/v1/3333314-3,OY
3321875-1,Atum Energy Oy,,,2022-11-02,http://avoindata.prh.fi/opendata/tr/v1/3321875-1,OY
3318253-3,Energy Safety Solutions Finland Oy,,,2022-10-21,http://avoindata.prh.fi/opendata/tr/v1/3318253-3,OY
3319112-2,URC Energy Oy,,,2022-10-19,http://avoindata.prh.fi/opendata/tr/v1/3319112-2,OY
3317825-1,Future Sustainable Energy FSE Oy,,,2022-10-13,http://avoindata.prh.fi/opendata/tr/v1/3317825-1,OY
3316817-6,P & J Energy Oy,,,2022-10-11,http://avoindata.prh.fi/opendata/tr/v1/3316817-6,OY
3308159-9,Säätö Energy Oy,,,2022-10-11,http://avoindata.prh.fi/opendata/tr/v1/3308159-9,OY
3315596-5,Sonnila Energy Oy,,,2022-10-03,http://avoindata.prh.fi/opendata/tr/v1/3315596-5,OY
3306593-5,Better Energy Finland I Oy,,,2022-09-30,http://avoindata.prh.fi/opendata/tr/v1/3306593-5,OY
3300515-8,Project Lighting Europe Oy,,,2022-07-20,http://avoindata.prh.fi/opendata/tr/v1/3300515-8,OY
3294005-6,Kokkonen Energy Oy,,,2022-07-18,http://avoindata.prh.fi/opendata/tr/v1/3294005-6,OY
3298270-7,Esse Solar and Energy Park Ab,,,2022-07-13,http://avoindata.prh.fi/opendata/tr/v1/3298270-7,OY
3285987-2,Better Energy Finnish Solar 313 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285987-2,OY
3285986-4,Better Energy Finnish Solar 314 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285986-4,OY
3285985-6,Better Energy Finnish Solar 315 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285985-6,OY
3285992-8,Better Energy Finnish Solar 322 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285992-8,OY
3285981-3,Better Energy Finnish Solar 327 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285981-3,OY
3285990-1,Better Energy Finnish Solar 323 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285990-1,OY
3285989-9,Better Energy Finnish Solar 324 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285989-9,OY
3285984-8,Better Energy Finnish Solar 325 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285984-8,OY
3285982-1,Better Energy Finnish Solar 326 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285982-1,OY
3285980-5,Better Energy Finnish Solar 316 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285980-5,OY
3285978-4,Better Energy Finnish Solar 318 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285978-4,OY
3285973-3,Better Energy Finnish Solar 328 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285973-3,OY
3285979-2,Better Energy Finnish Solar 317 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285979-2,OY
3285976-8,Better Energy Finnish Solar 331 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285976-8,OY
3285977-6,Better Energy Finnish Solar 330 Oy,,,2022-07-06,http://avoindata.prh.fi/opendata/tr/v1/3285977-6,OY
3285969-6,Better Energy Finnish Solar 321 Oy,,,2022-07-05,http://avoindata.prh.fi/opendata/tr/v1/3285969-6,OY
3285974-1,Better Energy Finnish Solar 332 Oy,,,2022-07-05,http://avoindata.prh.fi/opendata/tr/v1/3285974-1,OY
3285972-5,Better Energy Finnish Solar 329 Oy,,,2022-07-05,http://avoindata.prh.fi/opendata/tr/v1/3285972-5,OY
3285970-9,Better Energy Finnish Solar 320 Oy,,,2022-07-05,http://avoindata.prh.fi/opendata/tr/v1/3285970-9,OY
3285971-7,Better Energy Finnish Solar 319 Oy,,,2022-07-05,http://avoindata.prh.fi/opendata/tr/v1/3285971-7,OY
3309368-8,Sol Energy Service Oy,,,2022-09-08,http://avoindata.prh.fi/opendata/tr/v1/3309368-8,OY
3299865-3,Orrön Energy Finland Oy,,,2022-08-29,http://avoindata.prh.fi/opendata/tr/v1/3299865-3,OY
3293428-9,Eletra energy Oy,,,2022-08-02,http://avoindata.prh.fi/opendata/tr/v1/3293428-9,OY
3314017-3,BS Electrical Oy,,,2022-09-23,http://avoindata.prh.fi/opendata/tr/v1/3314017-3,OY
3380233-3,B & A Energy Oy,,,2023-08-21,http://avoindata.prh.fi/opendata/tr/v1/3380233-3,OY
3381366-5,Circuit Nordic Oy,,,2023-08-17,http://avoindata.prh.fi/opendata/tr/v1/3381366-5,OY
3379498-6,Smarthomeenergy Oy,,,2023-08-04,http://avoindata.prh.fi/opendata/tr/v1/3379498-6,OY
3405209-5,DecEnergy Oy,,,2023-11-17,http://avoindata.prh.fi/opendata/tr/v1/3405209-5,OY
3411045-1,Fine Energy Oy,,,2023-12-29,http://avoindata.prh.fi/opendata/tr/v1/3411045-1,OY
3405955-3,Nima Energy Finland Oy,,,2023-12-20,http://avoindata.prh.fi/opendata/tr/v1/3405955-3,OY
3370397-6,Eolus Energy Oy,,,2023-10-16,http://avoindata.prh.fi/opendata/tr/v1/3370397-6,OY
3394371-8,MJ Energy Oy,,,2023-10-06,http://avoindata.prh.fi/opendata/tr/v1/3394371-8,OY
3371856-1,Skarta Energy Solarparks Oy,,,2023-06-29,http://avoindata.prh.fi/opendata/tr/v1/3371856-1,OY
3386045-3,Energy Shop Finland 1 Oy,,,2023-09-08,http://avoindata.prh.fi/opendata/tr/v1/3386045-3,OY
3383165-2,Geothermal Energy Systems Oy Ltd,,,2023-09-06,http://avoindata.prh.fi/opendata/tr/v1/3383165-2,OY
3383310-5,Wasa Energy Services Oy Ab,,,2023-08-25,http://avoindata.prh.fi/opendata/tr/v1/3383310-5,OY
3377522-4,Nordic Energy Storage Oy,,,2023-07-24,http://avoindata.prh.fi/opendata/tr/v1/3377522-4,OY
3374368-7,Korkia Renewables & Energy Infrastructure GP Oy,,,2023-07-18,http://avoindata.prh.fi/opendata/tr/v1/3374368-7,OY
